id,name,english,source,slot_cost
2821,Fortitude Jwl 1,Fortitude Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2822,Fortitude Jwl 2,Fortitude Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2823,Furor Jwl 1,Furor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2824,Furor Jwl 2,Furor Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2825,Crisis Jwl 1,Crisis Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2826,Crisis Jwl 2,Crisis Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2827,Guts Jwl 1,Guts Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2828,Guts Jwl 2,Guts Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2829,Ninja Jwl 1,Ninja Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2830,Player Jwl 1,Player Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2831,Morale Jwl 1,Morale Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2832,Leader Jwl 1,Leader Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2833,Leader Jwl 2,Leader Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2834,Rodeo Jwl 1,Rodeo Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2835,Flight Jwl 1,Flight Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2836,Insight Jwl 1,Insight Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2837,Insight Jwl 3,Insight Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2838,Endurance Jwl 1,Endurance Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2839,DUMMY Jewel 7,DUMMY Jewel 7,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2840,DUMMY Jewel 8,DUMMY Jewel 8,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2841,Extender Jwl 1,Extender Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2842,Extender Jwl 2,Extender Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2843,DUMMY Jewel 9,DUMMY Jewel 9,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2844,Psychic Jwl 1,Psychic Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2845,Perception Jwl 1,Perception Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2846,Ranger Jwl 1,Ranger Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2847,Transportr Jwl 1,Transportr Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2848,Protection Jwl 1,Protection Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2849,Asylum Jwl 1,Asylum Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2850,Hero Jwl 1,Hero Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2851,Hero Jwl 3,Hero Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2852,Medicine Jwl 1,Medicine Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2853,Medicine Jwl 2,Medicine Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2854,Recovery Jwl 1,Recovery Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2855,Recovery Jwl 2,Recovery Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2856,Enduring Jwl 1,Enduring Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2857,Friendship Jwl 1,Friendship Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2858,Friendship Jwl 2,Friendship Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2859,Hungerless Jwl 1,Hungerless Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2860,Metabolism Jwl 1,Metabolism Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2861,Gobbler Jwl 1,Gobbler Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2862,Gobbler Jwl 3,Gobbler Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2863,Satiated Jwl 1,Satiated Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2864,Meateater Jwl 1,Meateater Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2865,Meatlover Jwl 1,Meatlover Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2866,Fungiform Jwl 1,Fungiform Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2867,Grass Jwl 1,Grass Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2868,Professor Jwl 1,Professor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2869,Factory Jwl 1,Factory Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2870,Trapmaster Jwl 1,Trapmaster Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2871,Gathering Jwl 1,Gathering Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2872,Honeybee Jwl 1,Honeybee Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2873,Queenbee Jwl 1,Queenbee Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2874,Charmer Jwl 1,Charmer Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2875,Charmer Jwl 3,Charmer Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2876,Blessing Jwl 1,Blessing Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2877,Fate Jwl 1,Fate Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2878,Fate Jwl 3,Fate Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2879,Carver Jwl 1,Carver Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2880,Carver Jwl 3,Carver Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2881,Capture Jwl 1,Capture Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2882,Capture Jwl 3,Capture Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2883,Bell Jwl 1,Bell Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2884,Novice Jwl 1,Novice Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2885,Snowflake Jwl 1,Snowflake Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2886,Springs Jwl 1,Springs Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2887,Study Jwl 1,Study Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2888,Skyfeast Jwl 1,Skyfeast Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2889,DUMMY Jewel 10,DUMMY Jewel 10,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2890,DUMMY Jewel 11,DUMMY Jewel 11,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2891,DUMMY Jewel 12,DUMMY Jewel 12,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2892,DUMMY Jewel 13,DUMMY Jewel 13,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2893,DUMMY Jewel 14,DUMMY Jewel 14,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2894,DUMMY Jewel 15,DUMMY Jewel 15,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2895,DUMMY Jewel 16,DUMMY Jewel 16,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2896,DUMMY Jewel 17,DUMMY Jewel 17,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2897,DUMMY Jewel 18,DUMMY Jewel 18,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2898,DUMMY Jewel 19,DUMMY Jewel 19,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2899,DUMMY Jewel 20,DUMMY Jewel 20,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
