id,name,english,source,slot_cost
2826,绝境珠【2】,Crisis Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2827,毅力珠【1】,Guts Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2828,毅力珠【2】,Guts Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2829,蹑脚珠【1】,Ninja Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2830,指挥珠【1】,Player Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2831,名指挥珠【1】,Morale Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2832,号令珠【1】,Leader Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2833,号令珠【2】,Leader Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2834,骑惯珠【1】,Rodeo Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2835,飞燕珠【1】,Flight Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2836,无念珠【1】,Insight Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2837,无念珠【3】,Insight Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2838,忍耐珠【1】,Endurance Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2839,DUMMY珠7,DUMMY Jewel 7,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2840,DUMMY珠8,DUMMY Jewel 8,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2841,技延珠【1】,Extender Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2842,技延珠【2】,Extender Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2843,DUMMY珠9,DUMMY Jewel 9,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2844,千里珠【1】,Psychic Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2845,观察珠【1】,Perception Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2846,猎手珠【1】,Ranger Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2847,搬运珠【1】,Transportr Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2848,加护珠【1】,Protection Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2849,神护珠【1】,Asylum Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2850,英雄珠【1】,Hero Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2851,英雄珠【3】,Hero Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2852,治愈珠【1】,Medicine Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2853,治愈珠【2】,Medicine Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2854,早复珠【1】,Recovery Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2855,早复珠【2】,Recovery Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2856,持续珠【1】,Enduring Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2857,友爱珠【1】,Friendship Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2858,友爱珠【2】,Friendship Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2859,无食珠【1】,Hungerless Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2860,食汉珠【1】,Metabolism Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2861,快吃珠【1】,Gobbler Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2862,快吃珠【3】,Gobbler Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2863,节食珠【1】,Satiated Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2864,肉食珠【1】,Meateater Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2865,肉好珠【1】,Meatlover Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2866,茸好珠【1】,Fungiform Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2867,野草珠【1】,Grass Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2868,博士珠【1】,Professor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2869,弹制珠【1】,Factory Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2870,陷阱师珠【1】,Trapmaster Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2871,采集珠【1】,Gathering Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2872,采蜜珠【1】,Honeybee Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2873,占蜜珠【1】,Queenbee Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2874,护石珠【1】,Charmer Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2875,护石珠【3】,Charmer Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2876,祝福珠【1】,Blessing Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2877,运气珠【1】,Fate Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2878,运气珠【3】,Fate Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2879,剥皮珠【1】,Carver Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2880,剥皮珠【3】,Carver Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2881,捕获珠【1】,Capture Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2882,捕获珠【3】,Capture Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2883,历铃珠【1】,Bell Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2884,始猎珠【1】,Novice Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2885,雪花珠【1】,Snowflake Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2886,仙汤珠【1】,Springs Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2887,探究珠【1】,Study Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2888,天宴珠【1】,Skyfeast Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2889,DUMMY珠10,DUMMY Jewel 10,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2890,DUMMY珠11,DUMMY Jewel 11,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2891,DUMMY珠12,DUMMY Jewel 12,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2892,DUMMY珠13,DUMMY Jewel 13,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2893,DUMMY珠14,DUMMY Jewel 14,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2894,DUMMY珠15,DUMMY Jewel 15,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2895,DUMMY珠16,DUMMY Jewel 16,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2896,DUMMY珠17,DUMMY Jewel 17,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2897,DUMMY珠18,DUMMY Jewel 18,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2898,DUMMY珠19,DUMMY Jewel 19,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
2899,DUMMY珠20,DUMMY Jewel 20,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,-1
