equipment_type,weapon_id,save_level,display_level,slots,source
9,101,11,12,0,mhxx-romfs-native-table
9,101,12,13,0,mhxx-romfs-native-table
9,101,13,14,0,mhxx-romfs-native-table
9,101,14,15,0,mhxx-romfs-native-table
9,102,0,1,0,mhxx-romfs-native-table
9,102,1,2,0,mhxx-romfs-native-table
9,102,2,3,0,mhxx-romfs-native-table
9,102,3,4,0,mhxx-romfs-native-table
9,102,4,5,0,mhxx-romfs-native-table
9,102,5,6,0,mhxx-romfs-native-table
9,102,6,7,0,mhxx-romfs-native-table
9,102,7,8,0,mhxx-romfs-native-table
9,102,8,9,0,mhxx-romfs-native-table
9,102,9,10,0,mhxx-romfs-native-table
9,102,10,11,0,mhxx-romfs-native-table
9,102,11,12,0,mhxx-romfs-native-table
9,102,12,13,0,mhxx-romfs-native-table
9,102,13,14,0,mhxx-romfs-native-table
9,102,14,15,0,mhxx-romfs-native-table
9,103,0,1,0,mhxx-romfs-native-table
9,103,1,2,0,mhxx-romfs-native-table
9,103,2,3,0,mhxx-romfs-native-table
9,103,3,4,0,mhxx-romfs-native-table
9,103,4,5,0,mhxx-romfs-native-table
9,103,5,6,0,mhxx-romfs-native-table
9,103,6,7,0,mhxx-romfs-native-table
9,103,7,8,0,mhxx-romfs-native-table
9,103,8,9,0,mhxx-romfs-native-table
9,103,9,10,0,mhxx-romfs-native-table
9,103,10,11,0,mhxx-romfs-native-table
9,103,11,12,0,mhxx-romfs-native-table
9,103,12,13,0,mhxx-romfs-native-table
9,103,13,14,0,mhxx-romfs-native-table
9,103,14,15,0,mhxx-romfs-native-table
9,104,0,1,0,mhxx-romfs-native-table
9,104,1,2,0,mhxx-romfs-native-table
9,104,2,3,0,mhxx-romfs-native-table
9,104,3,4,0,mhxx-romfs-native-table
9,104,4,5,0,mhxx-romfs-native-table
9,104,5,6,0,mhxx-romfs-native-table
9,104,6,7,0,mhxx-romfs-native-table
9,104,7,8,0,mhxx-romfs-native-table
9,104,8,9,0,mhxx-romfs-native-table
9,104,9,10,0,mhxx-romfs-native-table
9,104,10,11,0,mhxx-romfs-native-table
9,104,11,12,0,mhxx-romfs-native-table
9,104,12,13,0,mhxx-romfs-native-table
9,104,13,14,0,mhxx-romfs-native-table
9,104,14,15,0,mhxx-romfs-native-table
9,105,0,1,1,mhxx-romfs-native-table
9,105,1,2,1,mhxx-romfs-native-table
9,105,2,3,1,mhxx-romfs-native-table
9,105,3,4,1,mhxx-romfs-native-table
9,105,4,5,1,mhxx-romfs-native-table
9,106,0,1,1,mhxx-romfs-native-table
9,106,1,2,1,mhxx-romfs-native-table
9,106,2,3,1,mhxx-romfs-native-table
9,106,3,4,1,mhxx-romfs-native-table
9,106,4,5,1,mhxx-romfs-native-table
9,107,0,1,3,mhxx-romfs-native-table
9,107,1,2,3,mhxx-romfs-native-table
9,107,2,3,3,mhxx-romfs-native-table
9,108,0,1,1,mhxx-romfs-native-table
9,108,1,2,1,mhxx-romfs-native-table
9,108,2,3,2,mhxx-romfs-native-table
9,108,3,4,2,mhxx-romfs-native-table
9,108,4,5,2,mhxx-romfs-native-table
9,108,5,6,2,mhxx-romfs-native-table
9,109,0,1,0,mhxx-romfs-native-table
9,109,1,2,0,mhxx-romfs-native-table
9,109,2,3,0,mhxx-romfs-native-table
9,109,3,4,0,mhxx-romfs-native-table
9,109,4,5,0,mhxx-romfs-native-table
9,110,0,1,0,mhxx-romfs-native-table
9,110,1,2,0,mhxx-romfs-native-table
9,110,2,3,0,mhxx-romfs-native-table
9,110,3,4,0,mhxx-romfs-native-table
9,110,4,5,0,mhxx-romfs-native-table
9,111,0,1,0,mhxx-romfs-native-table
9,111,1,2,0,mhxx-romfs-native-table
9,111,2,3,0,mhxx-romfs-native-table
9,111,3,4,0,mhxx-romfs-native-table
9,111,4,5,0,mhxx-romfs-native-table
9,112,0,1,0,mhxx-romfs-native-table
9,112,1,2,0,mhxx-romfs-native-table
9,112,2,3,0,mhxx-romfs-native-table
9,112,3,4,0,mhxx-romfs-native-table
9,112,4,5,0,mhxx-romfs-native-table
9,113,0,1,0,mhxx-romfs-native-table
9,113,1,2,0,mhxx-romfs-native-table
9,113,2,3,0,mhxx-romfs-native-table
9,114,0,1,3,mhxx-romfs-native-table
9,114,1,2,3,mhxx-romfs-native-table
9,114,2,3,3,mhxx-romfs-native-table
9,115,0,1,0,mhxx-romfs-native-table
9,115,1,2,0,mhxx-romfs-native-table
9,115,2,3,0,mhxx-romfs-native-table
9,116,0,1,2,mhxx-romfs-native-table
9,116,1,2,2,mhxx-romfs-native-table
9,116,2,3,2,mhxx-romfs-native-table
9,117,0,1,2,mhxx-romfs-native-table
9,117,1,2,2,mhxx-romfs-native-table
9,117,2,3,2,mhxx-romfs-native-table
9,118,0,1,0,mhxx-romfs-native-table
9,118,1,2,0,mhxx-romfs-native-table
9,118,2,3,0,mhxx-romfs-native-table
9,118,3,4,0,mhxx-romfs-native-table
9,118,4,5,0,mhxx-romfs-native-table
9,119,0,1,0,mhxx-romfs-native-table
9,119,1,2,0,mhxx-romfs-native-table
9,119,2,3,0,mhxx-romfs-native-table
9,119,3,4,0,mhxx-romfs-native-table
9,119,4,5,0,mhxx-romfs-native-table
9,120,0,1,0,mhxx-romfs-native-table
9,120,1,2,0,mhxx-romfs-native-table
9,120,2,3,0,mhxx-romfs-native-table
9,120,3,4,0,mhxx-romfs-native-table
9,120,4,5,1,mhxx-romfs-native-table
9,121,0,1,0,mhxx-romfs-native-table
9,121,1,2,0,mhxx-romfs-native-table
9,121,2,3,1,mhxx-romfs-native-table
9,121,3,4,2,mhxx-romfs-native-table
9,121,4,5,2,mhxx-romfs-native-table
9,122,0,1,0,mhxx-romfs-native-table
9,122,1,2,0,mhxx-romfs-native-table
9,122,2,3,0,mhxx-romfs-native-table
9,123,0,1,0,mhxx-romfs-native-table
9,123,1,2,0,mhxx-romfs-native-table
9,123,2,3,0,mhxx-romfs-native-table
9,123,3,4,1,mhxx-romfs-native-table
9,123,4,5,1,mhxx-romfs-native-table
9,124,0,1,0,mhxx-romfs-native-table
9,124,1,2,0,mhxx-romfs-native-table
9,124,2,3,0,mhxx-romfs-native-table
9,125,0,1,1,mhxx-romfs-native-table
9,125,1,2,1,mhxx-romfs-native-table
9,125,2,3,1,mhxx-romfs-native-table
9,125,3,4,1,mhxx-romfs-native-table
9,125,4,5,1,mhxx-romfs-native-table
9,125,5,6,1,mhxx-romfs-native-table
9,126,0,1,2,mhxx-romfs-native-table
9,126,1,2,2,mhxx-romfs-native-table
9,126,2,3,2,mhxx-romfs-native-table
9,127,0,1,0,mhxx-romfs-native-table
9,127,1,2,0,mhxx-romfs-native-table
9,127,2,3,0,mhxx-romfs-native-table
9,128,0,1,1,mhxx-romfs-native-table
9,128,1,2,1,mhxx-romfs-native-table
9,128,2,3,2,mhxx-romfs-native-table
9,129,0,1,1,mhxx-romfs-native-table
9,129,1,2,1,mhxx-romfs-native-table
9,129,2,3,2,mhxx-romfs-native-table
9,129,3,4,2,mhxx-romfs-native-table
9,129,4,5,3,mhxx-romfs-native-table
9,130,0,1,1,mhxx-romfs-native-table
9,130,1,2,1,mhxx-romfs-native-table
9,130,2,3,2,mhxx-romfs-native-table
9,130,3,4,2,mhxx-romfs-native-table
9,130,4,5,2,mhxx-romfs-native-table
9,131,0,1,0,mhxx-romfs-native-table
9,131,1,2,0,mhxx-romfs-native-table
9,131,2,3,0,mhxx-romfs-native-table
10,0,0,1,0,mhxx-romfs-native-table
10,1,0,1,0,mhxx-romfs-native-table
10,1,1,2,0,mhxx-romfs-native-table
10,1,2,3,0,mhxx-romfs-native-table
10,1,3,4,0,mhxx-romfs-native-table
10,1,4,5,0,mhxx-romfs-native-table
10,1,5,6,1,mhxx-romfs-native-table
10,1,6,7,1,mhxx-romfs-native-table
10,1,7,8,1,mhxx-romfs-native-table
10,1,8,9,2,mhxx-romfs-native-table
10,1,9,10,2,mhxx-romfs-native-table
10,1,10,11,3,mhxx-romfs-native-table
10,2,0,1,0,mhxx-romfs-native-table
10,2,1,2,0,mhxx-romfs-native-table
10,2,2,3,0,mhxx-romfs-native-table
10,2,3,4,0,mhxx-romfs-native-table
10,2,4,5,0,mhxx-romfs-native-table
10,2,5,6,0,mhxx-romfs-native-table
10,2,6,7,1,mhxx-romfs-native-table
10,2,7,8,2,mhxx-romfs-native-table
10,3,0,1,0,mhxx-romfs-native-table
10,3,1,2,0,mhxx-romfs-native-table
10,3,2,3,0,mhxx-romfs-native-table
10,3,3,4,0,mhxx-romfs-native-table
10,3,4,5,0,mhxx-romfs-native-table
10,3,5,6,1,mhxx-romfs-native-table
10,3,6,7,1,mhxx-romfs-native-table
10,3,7,8,1,mhxx-romfs-native-table
10,4,0,1,1,mhxx-romfs-native-table
10,4,1,2,1,mhxx-romfs-native-table
10,4,2,3,1,mhxx-romfs-native-table
10,4,3,4,1,mhxx-romfs-native-table
10,4,4,5,1,mhxx-romfs-native-table
10,4,5,6,1,mhxx-romfs-native-table
10,4,6,7,1,mhxx-romfs-native-table
10,5,0,1,2,mhxx-romfs-native-table
10,5,1,2,2,mhxx-romfs-native-table
10,5,2,3,2,mhxx-romfs-native-table
10,5,3,4,2,mhxx-romfs-native-table
10,5,4,5,2,mhxx-romfs-native-table
10,6,0,1,0,mhxx-romfs-native-table
10,6,1,2,0,mhxx-romfs-native-table
10,6,2,3,0,mhxx-romfs-native-table
10,6,3,4,0,mhxx-romfs-native-table
10,6,4,5,0,mhxx-romfs-native-table
10,6,5,6,0,mhxx-romfs-native-table
10,6,6,7,0,mhxx-romfs-native-table
10,7,0,1,1,mhxx-romfs-native-table
10,7,1,2,1,mhxx-romfs-native-table
10,7,2,3,1,mhxx-romfs-native-table
10,7,3,4,1,mhxx-romfs-native-table
10,7,4,5,1,mhxx-romfs-native-table
10,8,0,1,0,mhxx-romfs-native-table
10,8,1,2,0,mhxx-romfs-native-table
10,8,2,3,0,mhxx-romfs-native-table
10,8,3,4,0,mhxx-romfs-native-table
10,8,4,5,0,mhxx-romfs-native-table
10,9,0,1,0,mhxx-romfs-native-table
10,9,1,2,0,mhxx-romfs-native-table
10,9,2,3,0,mhxx-romfs-native-table
10,9,3,4,0,mhxx-romfs-native-table
10,9,4,5,0,mhxx-romfs-native-table
10,9,5,6,0,mhxx-romfs-native-table
10,9,6,7,0,mhxx-romfs-native-table
10,9,7,8,0,mhxx-romfs-native-table
10,10,0,1,0,mhxx-romfs-native-table
10,10,1,2,0,mhxx-romfs-native-table
10,10,2,3,0,mhxx-romfs-native-table
10,10,3,4,0,mhxx-romfs-native-table
10,10,4,5,0,mhxx-romfs-native-table
10,10,5,6,0,mhxx-romfs-native-table
10,10,6,7,0,mhxx-romfs-native-table
10,10,7,8,0,mhxx-romfs-native-table
10,10,8,9,0,mhxx-romfs-native-table
10,10,9,10,0,mhxx-romfs-native-table
10,10,10,11,0,mhxx-romfs-native-table
10,11,0,1,2,mhxx-romfs-native-table
10,11,1,2,2,mhxx-romfs-native-table
10,11,2,3,3,mhxx-romfs-native-table
10,11,3,4,3,mhxx-romfs-native-table
10,11,4,5,3,mhxx-romfs-native-table
10,11,5,6,3,mhxx-romfs-native-table
10,11,6,7,3,mhxx-romfs-native-table
10,12,0,1,2,mhxx-romfs-native-table
10,12,1,2,2,mhxx-romfs-native-table
10,12,2,3,3,mhxx-romfs-native-table
10,12,3,4,3,mhxx-romfs-native-table
10,12,4,5,3,mhxx-romfs-native-table
10,12,5,6,3,mhxx-romfs-native-table
10,12,6,7,3,mhxx-romfs-native-table
10,13,0,1,0,mhxx-romfs-native-table
10,13,1,2,0,mhxx-romfs-native-table
10,13,2,3,1,mhxx-romfs-native-table
10,13,3,4,1,mhxx-romfs-native-table
10,13,4,5,1,mhxx-romfs-native-table
10,13,5,6,1,mhxx-romfs-native-table
10,13,6,7,1,mhxx-romfs-native-table
10,14,0,1,2,mhxx-romfs-native-table
10,14,1,2,2,mhxx-romfs-native-table
10,14,2,3,2,mhxx-romfs-native-table
10,14,3,4,2,mhxx-romfs-native-table
10,14,4,5,2,mhxx-romfs-native-table
10,14,5,6,2,mhxx-romfs-native-table
10,15,0,1,1,mhxx-romfs-native-table
10,15,1,2,1,mhxx-romfs-native-table
10,15,2,3,1,mhxx-romfs-native-table
10,15,3,4,1,mhxx-romfs-native-table
10,15,4,5,1,mhxx-romfs-native-table
10,15,5,6,1,mhxx-romfs-native-table
10,15,6,7,1,mhxx-romfs-native-table
10,16,0,1,0,mhxx-romfs-native-table
10,16,1,2,0,mhxx-romfs-native-table
10,16,2,3,1,mhxx-romfs-native-table
10,16,3,4,1,mhxx-romfs-native-table
10,16,4,5,1,mhxx-romfs-native-table
10,16,5,6,1,mhxx-romfs-native-table
10,16,6,7,1,mhxx-romfs-native-table
10,17,0,1,1,mhxx-romfs-native-table
10,17,1,2,1,mhxx-romfs-native-table
10,17,2,3,1,mhxx-romfs-native-table
10,17,3,4,2,mhxx-romfs-native-table
10,17,4,5,2,mhxx-romfs-native-table
10,18,0,1,1,mhxx-romfs-native-table
10,18,1,2,1,mhxx-romfs-native-table
10,18,2,3,1,mhxx-romfs-native-table
10,18,3,4,1,mhxx-romfs-native-table
10,18,4,5,2,mhxx-romfs-native-table
10,18,5,6,2,mhxx-romfs-native-table
10,18,6,7,2,mhxx-romfs-native-table
10,18,7,8,2,mhxx-romfs-native-table
10,18,8,9,2,mhxx-romfs-native-table
10,18,9,10,2,mhxx-romfs-native-table
10,19,0,1,0,mhxx-romfs-native-table
10,19,1,2,1,mhxx-romfs-native-table
10,19,2,3,1,mhxx-romfs-native-table
10,19,3,4,2,mhxx-romfs-native-table
10,19,4,5,2,mhxx-romfs-native-table
10,19,5,6,2,mhxx-romfs-native-table
10,19,6,7,2,mhxx-romfs-native-table
10,20,0,1,0,mhxx-romfs-native-table
10,20,1,2,0,mhxx-romfs-native-table
10,20,2,3,0,mhxx-romfs-native-table
10,20,3,4,0,mhxx-romfs-native-table
10,20,4,5,0,mhxx-romfs-native-table
10,20,5,6,0,mhxx-romfs-native-table
10,21,0,1,0,mhxx-romfs-native-table
10,21,1,2,0,mhxx-romfs-native-table
10,21,2,3,1,mhxx-romfs-native-table
10,21,3,4,2,mhxx-romfs-native-table
10,21,4,5,2,mhxx-romfs-native-table
10,21,5,6,2,mhxx-romfs-native-table
10,21,6,7,2,mhxx-romfs-native-table
10,22,0,1,0,mhxx-romfs-native-table
10,22,1,2,0,mhxx-romfs-native-table
10,22,2,3,0,mhxx-romfs-native-table
10,22,3,4,0,mhxx-romfs-native-table
10,22,4,5,0,mhxx-romfs-native-table
10,22,5,6,0,mhxx-romfs-native-table
10,23,0,1,0,mhxx-romfs-native-table
10,23,1,2,0,mhxx-romfs-native-table
10,23,2,3,0,mhxx-romfs-native-table
10,23,3,4,1,mhxx-romfs-native-table
10,23,4,5,1,mhxx-romfs-native-table
10,23,5,6,1,mhxx-romfs-native-table
10,23,6,7,1,mhxx-romfs-native-table
10,23,7,8,1,mhxx-romfs-native-table
10,24,0,1,0,mhxx-romfs-native-table
10,24,1,2,1,mhxx-romfs-native-table
10,24,2,3,2,mhxx-romfs-native-table
10,24,3,4,2,mhxx-romfs-native-table
10,24,4,5,2,mhxx-romfs-native-table
10,24,5,6,2,mhxx-romfs-native-table
10,24,6,7,2,mhxx-romfs-native-table
10,24,7,8,2,mhxx-romfs-native-table
10,25,0,1,0,mhxx-romfs-native-table
10,25,1,2,0,mhxx-romfs-native-table
10,25,2,3,0,mhxx-romfs-native-table
10,25,3,4,0,mhxx-romfs-native-table
10,25,4,5,0,mhxx-romfs-native-table
10,25,5,6,0,mhxx-romfs-native-table
10,25,6,7,0,mhxx-romfs-native-table
10,25,7,8,0,mhxx-romfs-native-table
10,26,0,1,1,mhxx-romfs-native-table
10,26,1,2,1,mhxx-romfs-native-table
10,26,2,3,1,mhxx-romfs-native-table
10,26,3,4,1,mhxx-romfs-native-table
10,26,4,5,1,mhxx-romfs-native-table
10,26,5,6,1,mhxx-romfs-native-table
10,27,0,1,2,mhxx-romfs-native-table
10,27,1,2,2,mhxx-romfs-native-table
10,27,2,3,2,mhxx-romfs-native-table
10,27,3,4,2,mhxx-romfs-native-table
10,27,4,5,2,mhxx-romfs-native-table
10,27,5,6,2,mhxx-romfs-native-table
10,28,0,1,0,mhxx-romfs-native-table
10,28,1,2,0,mhxx-romfs-native-table
10,28,2,3,0,mhxx-romfs-native-table
10,28,3,4,0,mhxx-romfs-native-table
10,28,4,5,0,mhxx-romfs-native-table
10,28,5,6,0,mhxx-romfs-native-table
10,28,6,7,0,mhxx-romfs-native-table
10,28,7,8,0,mhxx-romfs-native-table
10,29,0,1,0,mhxx-romfs-native-table
10,29,1,2,0,mhxx-romfs-native-table
10,29,2,3,0,mhxx-romfs-native-table
10,29,3,4,0,mhxx-romfs-native-table
10,29,4,5,0,mhxx-romfs-native-table
10,29,5,6,0,mhxx-romfs-native-table
10,29,6,7,0,mhxx-romfs-native-table
10,30,0,1,0,mhxx-romfs-native-table
10,30,1,2,0,mhxx-romfs-native-table
10,30,2,3,0,mhxx-romfs-native-table
10,30,3,4,0,mhxx-romfs-native-table
10,30,4,5,0,mhxx-romfs-native-table
10,30,5,6,0,mhxx-romfs-native-table
10,30,6,7,0,mhxx-romfs-native-table
10,30,7,8,0,mhxx-romfs-native-table
10,30,8,9,0,mhxx-romfs-native-table
10,30,9,10,0,mhxx-romfs-native-table
10,30,10,11,0,mhxx-romfs-native-table
10,31,0,1,0,mhxx-romfs-native-table
10,31,1,2,0,mhxx-romfs-native-table
10,31,2,3,0,mhxx-romfs-native-table
10,31,3,4,1,mhxx-romfs-native-table
10,31,4,5,1,mhxx-romfs-native-table
10,31,5,6,1,mhxx-romfs-native-table
10,31,6,7,1,mhxx-romfs-native-table
10,31,7,8,1,mhxx-romfs-native-table
10,32,0,1,2,mhxx-romfs-native-table
10,32,1,2,2,mhxx-romfs-native-table
10,32,2,3,2,mhxx-romfs-native-table
10,32,3,4,2,mhxx-romfs-native-table
10,32,4,5,2,mhxx-romfs-native-table
10,32,5,6,2,mhxx-romfs-native-table
10,33,0,1,1,mhxx-romfs-native-table
10,33,1,2,1,mhxx-romfs-native-table
10,33,2,3,1,mhxx-romfs-native-table
10,33,3,4,1,mhxx-romfs-native-table
10,33,4,5,1,mhxx-romfs-native-table
10,33,5,6,1,mhxx-romfs-native-table
10,33,6,7,1,mhxx-romfs-native-table
10,34,0,1,2,mhxx-romfs-native-table
10,34,1,2,2,mhxx-romfs-native-table
10,34,2,3,2,mhxx-romfs-native-table
10,34,3,4,2,mhxx-romfs-native-table
10,34,4,5,2,mhxx-romfs-native-table
10,34,5,6,2,mhxx-romfs-native-table
10,35,0,1,1,mhxx-romfs-native-table
10,35,1,2,1,mhxx-romfs-native-table
10,35,2,3,1,mhxx-romfs-native-table
10,35,3,4,1,mhxx-romfs-native-table
10,35,4,5,1,mhxx-romfs-native-table
10,35,5,6,1,mhxx-romfs-native-table
10,35,6,7,1,mhxx-romfs-native-table
10,35,7,8,2,mhxx-romfs-native-table
10,36,0,1,0,mhxx-romfs-native-table
10,36,1,2,0,mhxx-romfs-native-table
10,36,2,3,0,mhxx-romfs-native-table
10,36,3,4,0,mhxx-romfs-native-table
10,36,4,5,0,mhxx-romfs-native-table
10,36,5,6,0,mhxx-romfs-native-table
10,37,0,1,1,mhxx-romfs-native-table
10,37,1,2,1,mhxx-romfs-native-table
10,37,2,3,2,mhxx-romfs-native-table
10,37,3,4,2,mhxx-romfs-native-table
10,37,4,5,2,mhxx-romfs-native-table
10,37,5,6,2,mhxx-romfs-native-table
10,37,6,7,2,mhxx-romfs-native-table
10,37,7,8,2,mhxx-romfs-native-table
10,38,0,1,1,mhxx-romfs-native-table
10,38,1,2,1,mhxx-romfs-native-table
10,38,2,3,1,mhxx-romfs-native-table
10,38,3,4,1,mhxx-romfs-native-table
10,38,4,5,1,mhxx-romfs-native-table
10,38,5,6,1,mhxx-romfs-native-table
10,38,6,7,1,mhxx-romfs-native-table
10,38,7,8,1,mhxx-romfs-native-table
10,39,0,1,1,mhxx-romfs-native-table
10,39,1,2,1,mhxx-romfs-native-table
10,39,2,3,2,mhxx-romfs-native-table
10,39,3,4,2,mhxx-romfs-native-table
10,39,4,5,2,mhxx-romfs-native-table
10,39,5,6,2,mhxx-romfs-native-table
10,39,6,7,2,mhxx-romfs-native-table
10,39,7,8,2,mhxx-romfs-native-table
10,40,0,1,0,mhxx-romfs-native-table
10,40,1,2,0,mhxx-romfs-native-table
10,40,2,3,0,mhxx-romfs-native-table
10,40,3,4,0,mhxx-romfs-native-table
10,40,4,5,0,mhxx-romfs-native-table
10,40,5,6,0,mhxx-romfs-native-table
10,40,6,7,0,mhxx-romfs-native-table
10,40,7,8,0,mhxx-romfs-native-table
10,40,8,9,0,mhxx-romfs-native-table
10,41,0,1,0,mhxx-romfs-native-table
10,41,1,2,0,mhxx-romfs-native-table
10,41,2,3,0,mhxx-romfs-native-table
10,41,3,4,0,mhxx-romfs-native-table
10,41,4,5,0,mhxx-romfs-native-table
10,41,5,6,0,mhxx-romfs-native-table
10,42,0,1,1,mhxx-romfs-native-table
10,42,1,2,1,mhxx-romfs-native-table
10,42,2,3,1,mhxx-romfs-native-table
10,42,3,4,1,mhxx-romfs-native-table
10,42,4,5,1,mhxx-romfs-native-table
10,42,5,6,1,mhxx-romfs-native-table
10,42,6,7,1,mhxx-romfs-native-table
10,43,0,1,1,mhxx-romfs-native-table
10,43,1,2,1,mhxx-romfs-native-table
10,43,2,3,1,mhxx-romfs-native-table
10,43,3,4,1,mhxx-romfs-native-table
10,43,4,5,1,mhxx-romfs-native-table
10,43,5,6,2,mhxx-romfs-native-table
10,43,6,7,2,mhxx-romfs-native-table
10,44,0,1,1,mhxx-romfs-native-table
10,44,1,2,1,mhxx-romfs-native-table
10,44,2,3,2,mhxx-romfs-native-table
10,44,3,4,2,mhxx-romfs-native-table
10,44,4,5,2,mhxx-romfs-native-table
10,44,5,6,2,mhxx-romfs-native-table
10,44,6,7,2,mhxx-romfs-native-table
10,44,7,8,2,mhxx-romfs-native-table
10,45,0,1,0,mhxx-romfs-native-table
10,45,1,2,0,mhxx-romfs-native-table
10,45,2,3,0,mhxx-romfs-native-table
10,45,3,4,1,mhxx-romfs-native-table
10,45,4,5,1,mhxx-romfs-native-table
10,45,5,6,1,mhxx-romfs-native-table
10,45,6,7,1,mhxx-romfs-native-table
10,45,7,8,1,mhxx-romfs-native-table
10,46,0,1,0,mhxx-romfs-native-table
10,46,1,2,0,mhxx-romfs-native-table
10,46,2,3,1,mhxx-romfs-native-table
10,46,3,4,1,mhxx-romfs-native-table
10,46,4,5,2,mhxx-romfs-native-table
10,46,5,6,2,mhxx-romfs-native-table
10,46,6,7,2,mhxx-romfs-native-table
10,46,7,8,2,mhxx-romfs-native-table
10,46,8,9,2,mhxx-romfs-native-table
10,47,0,1,0,mhxx-romfs-native-table
10,47,1,2,0,mhxx-romfs-native-table
10,47,2,3,0,mhxx-romfs-native-table
10,47,3,4,0,mhxx-romfs-native-table
10,47,4,5,0,mhxx-romfs-native-table
10,47,5,6,0,mhxx-romfs-native-table
10,48,0,1,1,mhxx-romfs-native-table
10,48,1,2,1,mhxx-romfs-native-table
10,48,2,3,1,mhxx-romfs-native-table
10,48,3,4,1,mhxx-romfs-native-table
10,48,4,5,1,mhxx-romfs-native-table
10,49,0,1,1,mhxx-romfs-native-table
10,49,1,2,1,mhxx-romfs-native-table
10,49,2,3,1,mhxx-romfs-native-table
10,49,3,4,1,mhxx-romfs-native-table
10,49,4,5,1,mhxx-romfs-native-table
10,49,5,6,1,mhxx-romfs-native-table
10,50,0,1,2,mhxx-romfs-native-table
10,50,1,2,2,mhxx-romfs-native-table
10,50,2,3,2,mhxx-romfs-native-table
10,50,3,4,2,mhxx-romfs-native-table
10,50,4,5,2,mhxx-romfs-native-table
10,50,5,6,3,mhxx-romfs-native-table
10,51,0,1,0,mhxx-romfs-native-table
10,51,1,2,0,mhxx-romfs-native-table
10,51,2,3,0,mhxx-romfs-native-table
10,51,3,4,0,mhxx-romfs-native-table
10,51,4,5,0,mhxx-romfs-native-table
10,51,5,6,0,mhxx-romfs-native-table
10,52,0,1,2,mhxx-romfs-native-table
10,52,1,2,2,mhxx-romfs-native-table
10,52,2,3,2,mhxx-romfs-native-table
10,52,3,4,2,mhxx-romfs-native-table
10,52,4,5,2,mhxx-romfs-native-table
10,53,0,1,0,mhxx-romfs-native-table
10,53,1,2,0,mhxx-romfs-native-table
10,53,2,3,0,mhxx-romfs-native-table
10,53,3,4,0,mhxx-romfs-native-table
10,53,4,5,0,mhxx-romfs-native-table
10,53,5,6,0,mhxx-romfs-native-table
10,53,6,7,0,mhxx-romfs-native-table
10,54,0,1,1,mhxx-romfs-native-table
10,54,1,2,1,mhxx-romfs-native-table
10,54,2,3,1,mhxx-romfs-native-table
10,54,3,4,1,mhxx-romfs-native-table
10,54,4,5,1,mhxx-romfs-native-table
10,54,5,6,1,mhxx-romfs-native-table
10,55,0,1,0,mhxx-romfs-native-table
10,55,1,2,0,mhxx-romfs-native-table
10,55,2,3,0,mhxx-romfs-native-table
10,55,3,4,0,mhxx-romfs-native-table
10,55,4,5,0,mhxx-romfs-native-table
10,55,5,6,0,mhxx-romfs-native-table
10,55,6,7,0,mhxx-romfs-native-table
10,55,7,8,0,mhxx-romfs-native-table
10,56,0,1,1,mhxx-romfs-native-table
10,56,1,2,1,mhxx-romfs-native-table
10,56,2,3,1,mhxx-romfs-native-table
10,56,3,4,1,mhxx-romfs-native-table
10,56,4,5,1,mhxx-romfs-native-table
10,57,0,1,1,mhxx-romfs-native-table
10,57,1,2,1,mhxx-romfs-native-table
10,57,2,3,1,mhxx-romfs-native-table
10,57,3,4,1,mhxx-romfs-native-table
10,57,4,5,1,mhxx-romfs-native-table
10,57,5,6,1,mhxx-romfs-native-table
10,57,6,7,1,mhxx-romfs-native-table
10,57,7,8,1,mhxx-romfs-native-table
10,57,8,9,1,mhxx-romfs-native-table
10,58,0,1,1,mhxx-romfs-native-table
10,58,1,2,1,mhxx-romfs-native-table
10,58,2,3,1,mhxx-romfs-native-table
10,58,3,4,1,mhxx-romfs-native-table
10,58,4,5,1,mhxx-romfs-native-table
10,58,5,6,1,mhxx-romfs-native-table
10,58,6,7,1,mhxx-romfs-native-table
10,58,7,8,1,mhxx-romfs-native-table
10,58,8,9,1,mhxx-romfs-native-table
10,59,0,1,1,mhxx-romfs-native-table
10,59,1,2,1,mhxx-romfs-native-table
10,59,2,3,1,mhxx-romfs-native-table
10,59,3,4,1,mhxx-romfs-native-table
10,59,4,5,1,mhxx-romfs-native-table
10,59,5,6,1,mhxx-romfs-native-table
10,59,6,7,1,mhxx-romfs-native-table
10,59,7,8,1,mhxx-romfs-native-table
10,59,8,9,1,mhxx-romfs-native-table
10,60,0,1,1,mhxx-romfs-native-table
10,60,1,2,1,mhxx-romfs-native-table
10,60,2,3,1,mhxx-romfs-native-table
10,60,3,4,1,mhxx-romfs-native-table
10,60,4,5,1,mhxx-romfs-native-table
10,60,5,6,1,mhxx-romfs-native-table
10,60,6,7,1,mhxx-romfs-native-table
10,60,7,8,1,mhxx-romfs-native-table
10,60,8,9,1,mhxx-romfs-native-table
10,61,0,1,1,mhxx-romfs-native-table
10,61,1,2,1,mhxx-romfs-native-table
10,61,2,3,1,mhxx-romfs-native-table
10,61,3,4,1,mhxx-romfs-native-table
10,61,4,5,1,mhxx-romfs-native-table
10,61,5,6,1,mhxx-romfs-native-table
10,61,6,7,1,mhxx-romfs-native-table
10,62,0,1,1,mhxx-romfs-native-table
10,62,1,2,1,mhxx-romfs-native-table
10,62,2,3,1,mhxx-romfs-native-table
